accessionNumber,filingDate,reportDate,acceptanceDateTime,act,form,fileNumber,filmNumber,items,size,isXBRL,isInlineXBRL,primaryDocument,primaryDocDescription,Form_4_Available
000120919123017521,2023-03-09,2023-03-07,2023-03-09T16:23:34.000Z,,4,,,,6545,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION,False
000104581023000035,2023-03-06,2023-03-02,2023-03-06T19:44:26.000Z,,4,,,,6351,0,0,xslF345X03/wf-form4_167814985525031.xml,FORM 4,False
000104581023000034,2023-03-06,2023-03-02,2023-03-06T19:44:11.000Z,,4,,,,6283,0,0,xslF345X03/wf-form4_167814984156556.xml,FORM 4,False
000104581023000033,2023-03-06,2023-03-02,2023-03-06T19:43:58.000Z,,4,,,,10447,0,0,xslF345X03/wf-form4_167814982840177.xml,FORM 4,False
000104581023000032,2023-03-06,2023-03-02,2023-03-06T19:43:46.000Z,,4,,,,7482,0,0,xslF345X03/wf-form4_167814981661531.xml,FORM 4,False
000104581023000031,2023-03-06,2023-03-02,2023-03-06T19:43:33.000Z,,4,,,,7258,0,0,xslF345X03/wf-form4_167814980259754.xml,FORM 4,False
000104581023000025,2023-02-28,2023-02-24,2023-02-28T16:59:41.000Z,,4,,,,4932,0,0,xslF345X03/wf-form4_167762154912359.xml,FORM 4,False
000104581023000024,2023-02-28,2023-02-27,2023-02-28T16:59:05.000Z,,4,,,,11469,0,0,xslF345X03/wf-form4_167762152866810.xml,FORM 4,False
000104581023000008,2023-01-27,2023-01-27,2023-01-27T21:00:05.000Z,,4,,,,5720,0,0,xslF345X03/wf-form4_167487118994414.xml,FORM 4,False
000104581023000006,2023-01-27,2023-01-26,2023-01-27T19:15:00.000Z,,4,,,,7648,0,0,xslF345X03/wf-form4_167486488448198.xml,FORM 4,False
000104581023000004,2023-01-17,2023-01-12,2023-01-17T16:15:32.000Z,,4,,,,8562,0,0,xslF345X03/wf-form4_167399011794948.xml,FORM 4,False
000104581023000002,2023-01-11,2023-01-09,2023-01-11T19:36:32.000Z,,4,,,,15750,0,0,xslF345X03/wf-form4_167348377750508.xml,FORM 4,False
000104581022000193,2022-12-22,2022-12-21,2022-12-22T16:02:52.000Z,,4,,,,10740,0,0,xslF345X03/wf-form4_167174295683123.xml,FORM 4,False
000104581022000191,2022-12-19,2022-12-19,2022-12-19T18:51:34.000Z,,4,,,,4683,0,0,xslF345X03/wf-form4_167149387294827.xml,FORM 4,False
000104581022000189,2022-12-16,2022-12-14,2022-12-16T16:24:18.000Z,,4,,,,10165,0,0,xslF345X03/wf-form4_167122584482305.xml,FORM 4,False
000104581022000188,2022-12-16,2022-12-14,2022-12-16T16:24:16.000Z,,4,,,,6496,0,0,xslF345X03/wf-form4_167122582434301.xml,FORM 4,False
000104581022000187,2022-12-16,2022-12-14,2022-12-16T16:23:56.000Z,,4,,,,6977,0,0,xslF345X03/wf-form4_167122580732647.xml,FORM 4,False
000104581022000186,2022-12-16,2022-12-14,2022-12-16T16:23:39.000Z,,4,,,,7998,0,0,xslF345X03/wf-form4_167122578725281.xml,FORM 4,False
000104581022000185,2022-12-16,2022-12-14,2022-12-16T16:23:19.000Z,,4,,,,6000,0,0,xslF345X03/wf-form4_167122576332587.xml,FORM 4,False
000104581022000184,2022-12-16,2022-12-14,2022-12-16T16:22:54.000Z,,4,,,,6067,0,0,xslF345X03/wf-form4_167122574240851.xml,FORM 4,False
000104581022000177,2022-12-14,2022-12-13,2022-12-14T18:29:16.000Z,,4,,,,11769,0,0,xslF345X03/wf-form4_167106053996910.xml,FORM 4,False
000104581022000175,2022-12-09,2022-12-08,2022-12-09T17:29:13.000Z,,4,,,,12068,0,0,xslF345X03/wf-form4_167062493640126.xml,FORM 4,False
000104581022000173,2022-12-01,2022-11-29,2022-12-01T17:36:34.000Z,,4,,,,13074,0,0,xslF345X03/wf-form4_166993417765849.xml,FORM 4,False
000104581022000171,2022-11-22,2022-11-18,2022-11-22T16:23:10.000Z,,4,,,,4863,0,0,xslF345X03/wf-form4_166915217197157.xml,FORM 4,False
000104581022000170,2022-11-22,2022-11-21,2022-11-22T16:22:48.000Z,,4,,,,11775,0,0,xslF345X03/wf-form4_166915215334946.xml,FORM 4,False
000181822422000001,2022-11-22,2022-11-21,2022-11-22T16:15:44.000Z,,4,,,,8141,0,0,xslF345X03/wf-form4_166915171448652.xml,FORM 4,False
000119903922000004,2022-10-17,2022-10-13,2022-10-17T17:51:03.000Z,,4,,,,6672,0,0,xslF345X03/wf-form4_166604344880152.xml,FORM 4,False
000104581022000160,2022-10-13,2022-10-11,2022-10-13T19:10:48.000Z,,4,,,,8562,0,0,xslF345X03/wf-form4_166570263200262.xml,FORM 4,False
000104581022000159,2022-10-13,2022-10-11,2022-10-13T19:10:29.000Z,,4,,,,12074,0,0,xslF345X03/wf-form4_166570261383399.xml,FORM 4,False
000128385422000004,2022-09-23,2022-09-21,2022-09-23T17:40:42.000Z,,4,,,,6066,0,0,xslF345X03/wf-form4_166396922780929.xml,FORM 4,False
000169684122000002,2022-09-23,2022-09-21,2022-09-23T17:36:30.000Z,,4,,,,6000,0,0,xslF345X03/wf-form4_166396896940475.xml,FORM 4,False
000134784222000003,2022-09-23,2022-09-21,2022-09-23T17:32:56.000Z,,4,,,,6977,0,0,xslF345X03/wf-form4_166396875954428.xml,FORM 4,False
000152611122000002,2022-09-23,2022-09-21,2022-09-23T17:28:42.000Z,,4,,,,5313,0,0,xslF345X03/wf-form4_166396850352350.xml,FORM 4,False
000119764922000009,2022-09-23,2022-09-21,2022-09-23T17:24:29.000Z,,4,,,,10165,0,0,xslF345X03/wf-form4_166396824749931.xml,FORM 4,False
000158867022000002,2022-09-23,2022-09-21,2022-09-23T17:20:27.000Z,,4,,,,7612,0,0,xslF345X03/wf-form4_166396801160147.xml,FORM 4,False
000119764922000007,2022-09-08,2022-09-06,2022-09-08T19:34:31.000Z,,4,,,,12257,0,0,xslF345X03/wf-form4_166268005642025.xml,FORM 4,False
000104581022000153,2022-09-06,2022-09-01,2022-09-06T18:39:11.000Z,,4,,,,4683,0,0,xslF345X03/wf-form4_166250393531809.xml,FORM 4,False
000104581022000129,2022-06-17,2022-06-15,2022-06-17T16:48:02.000Z,,4,,,,6067,0,0,xslF345X03/wf-form4_165549885987509.xml,FORM 4,False
000104581022000127,2022-06-17,2022-06-15,2022-06-17T16:44:20.000Z,,4,,,,6978,0,0,xslF345X03/wf-form4_165549864588812.xml,FORM 4,False
000104581022000125,2022-06-17,2022-06-15,2022-06-17T16:41:25.000Z,,4,,,,5133,0,0,xslF345X03/wf-form4_165549844362502.xml,FORM 4,False
000104581022000123,2022-06-17,2022-06-15,2022-06-17T16:37:32.000Z,,4,,,,8514,0,0,xslF345X03/wf-form4_165549823062055.xml,FORM 4,False
000104581022000121,2022-06-17,2022-06-15,2022-06-17T16:34:24.000Z,,4,,,,7430,0,0,xslF345X03/wf-form4_165549804262737.xml,FORM 4,False
000104581022000119,2022-06-17,2022-06-15,2022-06-17T16:31:58.000Z,,4,,,,10166,0,0,xslF345X03/wf-form4_165549789252034.xml,FORM 4,False
000104581022000117,2022-06-15,2022-06-13,2022-06-15T18:57:21.000Z,,4,,,,10453,0,0,xslF345X03/wf-form4_165533382613746.xml,FORM 4,False
000104581022000115,2022-06-09,2022-06-08,2022-06-09T16:46:48.000Z,,4,,,,17289,0,0,xslF345X03/wf-form4_165480758554846.xml,FORM 4,False
000104581022000113,2022-06-09,2022-06-08,2022-06-09T16:43:21.000Z,,4,,,,6485,0,0,xslF345X03/wf-form4_165480738133903.xml,FORM 4,False
000122520822007835,2022-06-07,2022-06-03,2022-06-07T18:38:18.000Z,,4,,,,6588,0,0,xslF345X03/doc4.xml,,False
000104581022000111,2022-06-07,2022-06-03,2022-06-07T18:24:26.000Z,,4,,,,6799,0,0,xslF345X03/wf-form4_165464065171917.xml,FORM 4,False
000104581022000109,2022-06-07,2022-06-03,2022-06-07T18:21:58.000Z,,4,,,,5314,0,0,xslF345X03/wf-form4_165464050553519.xml,FORM 4,False
000104581022000107,2022-06-07,2022-06-03,2022-06-07T18:18:46.000Z,,4,,,,6005,0,0,xslF345X03/wf-form4_165464030958815.xml,FORM 4,False
000104581022000105,2022-06-07,2022-06-03,2022-06-07T18:16:20.000Z,,4,,,,5922,0,0,xslF345X03/wf-form4_165464016506276.xml,FORM 4,False
000104581022000103,2022-06-07,2022-06-03,2022-06-07T18:13:12.000Z,,4,,,,7189,0,0,xslF345X03/wf-form4_165463997859926.xml,FORM 4,False
000104581022000100,2022-06-07,2022-06-03,2022-06-07T18:07:27.000Z,,4,,,,5955,0,0,xslF345X03/wf-form4_165463962898606.xml,FORM 4,False
000104581022000098,2022-06-07,2022-06-03,2022-06-07T18:05:14.000Z,,4,,,,5938,0,0,xslF345X03/wf-form4_165463949429308.xml,FORM 4,False
000104581022000096,2022-06-07,2022-06-03,2022-06-07T18:02:37.000Z,,4,,,,5279,0,0,xslF345X03/wf-form4_165463934057855.xml,FORM 4,False
000104581022000094,2022-06-07,2022-06-03,2022-06-07T17:59:41.000Z,,4,,,,7002,0,0,xslF345X03/wf-form4_165463916585737.xml,FORM 4,False
000104581022000092,2022-06-07,2022-06-03,2022-06-07T17:57:54.000Z,,4,,,,5057,0,0,xslF345X03/wf-form4_165463904635632.xml,FORM 4,False
000104581022000090,2022-06-07,2022-06-03,2022-06-07T17:55:24.000Z,,4,,,,5372,0,0,xslF345X03/wf-form4_165463890684725.xml,FORM 4,False
000104581022000085,2022-06-01,2022-05-27,2022-06-01T16:30:00.000Z,,4,,,,4555,0,0,xslF345X03/wf-form4_165411537964674.xml,FORM 4,False
000104581022000084,2022-06-01,2022-05-27,2022-06-01T16:28:51.000Z,,4,,,,8561,0,0,xslF345X03/wf-form4_165411531191274.xml,FORM 4,False
000122520822005213,2022-03-29,2022-03-28,2022-03-29T19:26:42.000Z,,4,,,,6626,0,0,xslF345X03/doc4.xml,,False
000104581022000052,2022-03-21,2022-03-18,2022-03-21T18:16:31.000Z,,4,,,,10986,0,0,xslF345X03/wf-form4_164790097817404.xml,FORM 4,False
000104581022000049,2022-03-18,2022-03-16,2022-03-18T18:38:54.000Z,,4,,,,5231,0,0,xslF345X03/wf-form4_164764312053985.xml,FORM 4,False
000104581022000048,2022-03-18,2022-03-16,2022-03-18T18:38:38.000Z,,4,,,,6001,0,0,xslF345X03/wf-form4_164764310522098.xml,FORM 4,False
000104581022000047,2022-03-18,2022-03-16,2022-03-18T18:38:21.000Z,,4,,,,10164,0,0,xslF345X03/wf-form4_164764308861856.xml,FORM 4,False
000104581022000046,2022-03-18,2022-03-16,2022-03-18T18:38:04.000Z,,4,,,,5876,0,0,xslF345X03/wf-form4_164764307047369.xml,FORM 4,False
000104581022000045,2022-03-18,2022-03-16,2022-03-18T18:37:47.000Z,,4,,,,7428,0,0,xslF345X03/wf-form4_164764305374407.xml,FORM 4,False
000104581022000044,2022-03-18,2022-03-16,2022-03-18T18:37:30.000Z,,4,,,,6976,0,0,xslF345X03/wf-form4_164764302828779.xml,FORM 4,False
000104581022000032,2022-03-14,2022-03-10,2022-03-14T16:17:56.000Z,,4,,,,6093,0,0,xslF345X03/wf-form4_164728891982756.xml,FORM 4,False
000104581022000031,2022-03-14,2022-03-10,2022-03-14T16:15:07.000Z,,4,,,,6003,0,0,xslF345X03/wf-form4_164728874613879.xml,FORM 4,False
000104581022000030,2022-03-14,2022-03-10,2022-03-14T16:11:54.000Z,,4,,,,7002,0,0,xslF345X03/wf-form4_164728855953282.xml,FORM 4,False
000104581022000029,2022-03-14,2022-03-10,2022-03-14T16:08:48.000Z,,4,,,,7454,0,0,xslF345X03/wf-form4_164728840754888.xml,FORM 4,False
000104581022000017,2022-03-03,2022-03-03,2022-03-03T18:38:28.000Z,,4,,,,9137,0,0,xslF345X03/wf-form4_164635068075701.xml,FORM 4,False
000104581022000016,2022-03-03,2022-03-03,2022-03-03T18:37:54.000Z,,4,,,,10385,0,0,xslF345X03/wf-form4_164635062272982.xml,FORM 4,False
000104581022000015,2022-03-03,2022-03-03,2022-03-03T18:36:58.000Z,,4,,,,8948,0,0,xslF345X03/wf-form4_164635059415900.xml,FORM 4,False
000104581022000014,2022-03-03,2022-03-03,2022-03-03T18:35:03.000Z,,4,,,,7341,0,0,xslF345X03/wf-form4_164635047836079.xml,FORM 4,False
000104581022000013,2022-03-03,2022-03-03,2022-03-03T18:33:23.000Z,,4,,,,10345,0,0,xslF345X03/wf-form4_164635037876293.xml,FORM 4,False
000104581022000010,2022-03-02,2022-03-01,2022-03-02T18:58:11.000Z,,4,,,,33384,0,0,xslF345X03/wf-form4_164626544541265.xml,FORM 4,False
000104581022000002,2022-01-05,2022-01-03,2022-01-05T17:25:55.000Z,,4,,,,27886,0,0,xslF345X03/wf-form4_164142150415999.xml,FORM 4,False
